id,vid,token,vtoken,lctoken,freq,loglik,logfreq,llrank,freqrank,idbrac10,idbrac50,idbrac100,vidbrac10,vidbrac50,vidbrac100,freqbrac10,freqbrac50,freqbrac100,llbrac10,llbrac50,llbrac100
0,0,Project,Project,project,1,-8.74,0.0,136,0,0,0,0,0,0,0,0,0,0,9,45,90
0,"", ,"","",0,"",-Infinity,"","",0,0,0,0,0,0,0,0,0,0,0,0
1,1,Gutenberg,Gutenberg,gutenberg,1,-12.24,0.0,9,1,0,0,0,0,0,0,0,0,0,0,3,6
1,"",',"","",0,"",-Infinity,"","",0,0,0,0,0,0,0,0,0,0,0,0
2,2,s,s,s,3,-41.46,1.0986122886681098,83,130,0,0,0,0,0,0,8,43,86,5,27,55
2,"", ,"","",0,"",-Infinity,"","",0,0,0,0,0,0,0,0,0,0,0,0
3,3,Alice,Alice,alice,6,-73.34,1.791759469228055,91,143,0,0,1,0,0,1,9,47,95,6,30,60
3,"",',"","",0,"",-Infinity,"","",0,0,1,0,0,0,0,0,0,0,0,0
4,4,s,s,s,3,-41.46,1.0986122886681098,83,130,0,0,1,0,0,1,8,43,86,5,27,55
4,"", ,"","",0,"",-Infinity,"","",0,0,1,0,0,0,0,0,0,0,0,0
5,5,Adventures,Adventures,adventures,2,-20.48,0.6931471805599453,62,119,0,0,1,0,0,1,7,39,79,4,20,41
5,"", ,"","",0,"",-Infinity,"","",0,0,1,0,0,0,0,0,0,0,0,0
6,6,in,in,in,6,-86.29,1.791759469228055,142,144,0,1,2,0,1,2,9,48,96,9,47,94
6,"", ,"","",0,"",-Infinity,"","",0,1,2,0,0,0,0,0,0,0,0,0
7,7,Wonderland,Wonderland,wonderland,2,-22.67,0.6931471805599453,67,107,0,1,2,0,1,2,7,35,71,4,22,44
7,"",", ","","",0,"",-Infinity,"","",0,1,2,0,0,0,0,0,0,0,0,0
8,8,by,by,by,3,-49.98,1.0986122886681098,87,133,0,1,2,0,1,2,8,44,88,5,29,58
8,"", ,"","",0,"",-Infinity,"","",0,1,2,0,0,0,0,0,0,0,0,0
9,9,Lewis,Lewis,lewis,2,-20.06,0.6931471805599453,61,108,0,1,3,0,1,3,7,36,72,4,20,40
9,"", ,"","",0,"",-Infinity,"","",0,1,3,0,0,0,0,0,0,0,0,0
10,10,Carroll,Carroll,carroll,2,-22.37,0.6931471805599453,66,113,0,1,3,0,1,3,7,37,75,4,22,44
10,"","

","","",0,"",-Infinity,"","",0,1,3,0,0,0,0,0,0,0,0,0
11,11,ALICE,ALICE,alice,6,-73.34,1.791759469228055,91,143,0,1,3,0,1,3,9,47,95,6,30,60
11,"",',"","",0,"",-Infinity,"","",0,1,3,0,0,0,0,0,0,0,0,0
12,12,S,S,s,3,-41.46,1.0986122886681098,83,130,0,2,4,0,2,4,8,43,86,5,27,55
12,"", ,"","",0,"",-Infinity,"","",0,2,4,0,0,0,0,0,0,0,0,0
13,13,ADVENTURES,ADVENTURES,adventures,2,-20.48,0.6931471805599453,62,119,0,2,4,0,2,4,7,39,79,4,20,41
13,"", ,"","",0,"",-Infinity,"","",0,2,4,0,0,0,0,0,0,0,0,0
14,14,IN,IN,in,6,-86.29,1.791759469228055,142,144,0,2,4,0,2,4,9,48,96,9,47,94
14,"", ,"","",0,"",-Infinity,"","",0,2,4,0,0,0,0,0,0,0,0,0
15,15,WONDERLAND,WONDERLAND,wonderland,2,-22.67,0.6931471805599453,67,107,0,2,5,0,2,5,7,35,71,4,22,44
15,"","

","","",0,"",-Infinity,"","",0,2,5,0,0,0,0,0,0,0,0,0
16,16,Lewis,Lewis,lewis,2,-20.06,0.6931471805599453,61,108,0,2,5,0,2,5,7,36,72,4,20,40
16,"", ,"","",0,"",-Infinity,"","",0,2,5,0,0,0,0,0,0,0,0,0
17,17,Carroll,Carroll,carroll,2,-22.37,0.6931471805599453,66,113,0,2,5,0,2,5,7,37,75,4,22,44
17,"","

","","",0,"",-Infinity,"","",0,2,5,0,0,0,0,0,0,0,0,0
18,18,THE,THE,the,15,-264.07,2.70805020110221,70,103,0,3,6,0,3,6,6,34,68,4,23,46
18,"", ,"","",0,"",-Infinity,"","",0,3,6,0,0,0,0,0,0,0,0,0
19,19,MILLENNIUM,MILLENNIUM,millennium,1,-9.55,0.0,148,11,0,3,6,0,3,6,0,3,7,9,49,98
19,"", ,"","",0,"",-Infinity,"","",0,3,6,0,0,0,0,0,0,0,0,0
20,20,FULCRUM,FULCRUM,fulcrum,1,-14.44,0.0,26,12,0,3,6,0,3,6,0,4,8,1,8,17
20,"", ,"","",0,"",-Infinity,"","",0,3,6,0,0,0,0,0,0,0,0,0
21,21,EDITION,EDITION,edition,1,-17.08,0.0,52,13,0,3,7,0,3,7,0,4,8,3,17,34
21,"", ,"","",0,"",-Infinity,"","",0,3,7,0,0,0,0,0,0,0,0,0
22,22,3,3,3,1,-8.74,0.0,135,14,0,3,7,0,3,7,0,4,9,9,45,90
22,"",.,"","",0,"",-Infinity,"","",0,3,7,0,0,0,0,0,0,0,0,0
23,23,0,0,0,1,-8.89,0.0,141,15,0,4,8,0,4,8,1,5,10,9,47,94
23,"","




","","",0,"",-Infinity,"","",0,4,8,0,0,0,0,0,0,0,0,0
24,24,CHAPTER,CHAPTER,chapter,1,-16.03,0.0,35,16,0,4,8,0,4,8,1,5,10,2,11,23
24,"", ,"","",0,"",-Infinity,"","",0,4,8,0,0,0,0,0,0,0,0,0
25,25,I,I,i,2,-28.88,0.6931471805599453,73,116,0,4,8,0,4,8,7,38,77,4,24,48
25,"",. ,"","",0,"",-Infinity,"","",0,4,8,0,0,0,0,0,0,0,0,0
26,26,Down,Down,down,2,-23.34,0.6931471805599453,68,120,0,4,9,0,4,9,8,40,80,4,22,45
26,"", ,"","",0,"",-Infinity,"","",0,4,9,0,0,0,0,0,0,0,0,0
27,27,the,the,the,15,-264.07,2.70805020110221,70,103,0,4,9,0,4,9,6,34,68,4,23,46
27,"", ,"","",0,"",-Infinity,"","",0,4,9,0,0,0,0,0,0,0,0,0
28,28,Rabbit,Rabbit,rabbit,6,-110.09,1.791759469228055,7,142,0,4,9,0,4,9,9,47,94,0,2,4
28,"",-,"","",0,"",-Infinity,"","",0,4,9,0,0,0,0,0,0,0,0,0
29,29,Hole,Hole,hole,2,-27.64,0.6931471805599453,71,122,1,5,10,1,5,10,8,40,81,4,23,47
29,"","

","","",0,"",-Infinity,"","",1,5,10,0,0,0,0,0,0,0,0,0
30,30,Alice,Alice,alice,6,-73.34,1.791759469228055,91,143,1,5,10,1,5,10,9,47,95,6,30,60
30,"", ,"","",0,"",-Infinity,"","",1,5,10,0,0,0,0,0,0,0,0,0
31,31,was,was,was,5,-77.34,1.6094379124341003,94,141,1,5,10,1,5,10,9,47,94,6,31,62
31,"", ,"","",0,"",-Infinity,"","",1,5,10,0,0,0,0,0,0,0,0,0
32,32,beginning,beginning,beginning,1,-8.64,0.0,99,22,1,5,11,1,5,11,1,7,14,6,33,66
32,"", ,"","",0,"",-Infinity,"","",1,5,11,0,0,0,0,0,0,0,0,0
33,33,to,to,to,9,-158.44,2.1972245773362196,32,150,1,5,11,1,5,11,10,50,100,2,10,21
33,"", ,"","",0,"",-Infinity,"","",1,5,11,0,0,0,0,0,0,0,0,0
34,34,get,get,get,1,-8.64,0.0,96,24,1,5,11,1,5,11,1,8,16,6,32,64
34,"", ,"","",0,"",-Infinity,"","",1,5,11,0,0,0,0,0,0,0,0,0
35,35,very,very,very,4,-74.39,1.3862943611198906,93,140,1,6,12,1,6,12,9,46,93,6,31,62
35,"", ,"","",0,"",-Infinity,"","",1,6,12,0,0,0,0,0,0,0,0,0
36,36,tired,tired,tired,1,-8.66,0.0,130,26,1,6,12,1,6,12,1,8,17,8,43,86
36,"", ,"","",0,"",-Infinity,"","",1,6,12,0,0,0,0,0,0,0,0,0
37,37,of,of,of,8,-132.92,2.0794415416798357,22,146,1,6,12,1,6,12,9,48,97,1,7,14
37,"", ,"","",0,"",-Infinity,"","",1,6,12,0,0,0,0,0,0,0,0,0
38,38,sitting,sitting,sitting,1,-8.72,0.0,134,28,1,6,13,1,6,13,1,9,18,8,44,89
38,"", ,"","",0,"",-Infinity,"","",1,6,13,0,0,0,0,0,0,0,0,0
39,39,by,by,by,3,-49.98,1.0986122886681098,87,133,1,6,13,1,6,13,8,44,88,5,29,58
39,"", ,"","",0,"",-Infinity,"","",1,6,13,0,0,0,0,0,0,0,0,0
40,40,her,her,her,8,-101.76,2.0794415416798357,5,147,1,6,13,1,6,13,9,49,98,0,1,3
40,"", ,"","",0,"",-Infinity,"","",1,6,13,0,0,0,0,0,0,0,0,0
41,41,sister,sister,sister,2,-35.88,0.6931471805599453,77,125,1,7,14,1,7,14,8,41,83,5,25,51
41,"", ,"","",0,"",-Infinity,"","",1,7,14,0,0,0,0,0,0,0,0,0
42,42,on,on,on,2,-28.88,0.6931471805599453,75,126,1,7,14,1,7,14,8,42,84,5,25,50
42,"", ,"","",0,"",-Infinity,"","",1,7,14,0,0,0,0,0,0,0,0,0
43,43,the,the,the,15,-264.07,2.70805020110221,70,103,1,7,15,1,7,15,6,34,68,4,23,46
43,"","
","","",0,"",-Infinity,"","",1,7,15,0,0,0,0,0,0,0,0,0
44,44,bank,bank,bank,1,-9.32,0.0,146,32,1,7,15,1,7,15,2,10,21,9,48,97
44,"",", ","","",0,"",-Infinity,"","",1,7,15,0,0,0,0,0,0,0,0,0
45,45,and,and,and,8,-143.51,2.0794415416798357,30,148,1,7,15,1,7,15,9,49,98,2,10,20
45,"", ,"","",0,"",-Infinity,"","",1,7,15,0,0,0,0,0,0,0,0,0
46,46,of,of,of,8,-132.92,2.0794415416798357,22,146,1,8,16,1,8,16,9,48,97,1,7,14
46,"", ,"","",0,"",-Infinity,"","",1,8,16,0,0,0,0,0,0,0,0,0
47,47,having,having,having,1,-17.08,0.0,49,34,1,8,16,1,8,16,2,11,22,3,16,32
47,"", ,"","",0,"",-Infinity,"","",1,8,16,0,0,0,0,0,0,0,0,0
48,48,nothing,nothing,nothing,2,-20.02,0.6931471805599453,58,128,1,8,16,1,8,16,8,42,85,3,19,38
48,"", ,"","",0,"",-Infinity,"","",1,8,16,0,0,0,0,0,0,0,0,0
49,49,to,to,to,9,-158.44,2.1972245773362196,32,150,1,8,17,1,8,17,10,50,100,2,10,21
49,"", ,"","",0,"",-Infinity,"","",1,8,17,0,0,0,0,0,0,0,0,0
50,50,do,do,do,1,-8.64,0.0,115,36,1,8,17,1,8,17,2,12,24,7,38,76
50,"",: ,"","",0,"",-Infinity,"","",1,8,17,0,0,0,0,0,0,0,0,0
51,51,once,once,once,1,-17.08,0.0,42,37,1,8,17,1,8,17,2,12,24,2,14,28
51,"", ,"","",0,"",-Infinity,"","",1,8,17,0,0,0,0,0,0,0,0,0
52,52,or,or,or,4,-74.39,1.3862943611198906,92,139,1,9,18,1,9,18,9,46,92,6,30,61
52,"", ,"","",0,"",-Infinity,"","",1,9,18,0,0,0,0,0,0,0,0,0
53,53,twice,twice,twice,1,-17.08,0.0,39,39,1,9,18,1,9,18,2,13,26,2,13,26
53,"", ,"","",0,"",-Infinity,"","",1,9,18,0,0,0,0,0,0,0,0,0
54,54,she,she,she,7,-119.53,1.9459101490553132,8,145,1,9,18,1,9,18,9,48,96,0,2,5
54,"", ,"","",0,"",-Infinity,"","",1,9,18,0,0,0,0,0,0,0,0,0
55,55,had,had,had,3,-32.42,1.0986122886681098,76,137,1,9,19,1,9,19,9,45,91,5,25,50
55,"", ,"","",0,"",-Infinity,"","",1,9,19,0,0,0,0,0,0,0,0,0
56,56,peeped,peeped,peeped,1,-10.4,0.0,2,42,1,9,19,1,9,19,2,14,28,0,0,1
56,"", ,"","",0,"",-Infinity,"","",1,9,19,0,0,0,0,0,0,0,0,0
57,57,into,into,into,1,-16.03,0.0,36,43,1,9,19,1,9,19,2,14,28,2,12,24
57,"", ,"","",0,"",-Infinity,"","",1,9,19,0,0,0,0,0,0,0,0,0
58,58,the,the,the,15,-264.07,2.70805020110221,70,103,2,10,20,2,10,20,6,34,68,4,23,46
58,"","
","","",0,"",-Infinity,"","",2,10,20,0,0,0,0,0,0,0,0,0
59,59,book,book,book,2,-20.75,0.6931471805599453,63,121,2,10,20,2,10,20,8,40,80,4,21,42
59,"", ,"","",0,"",-Infinity,"","",2,10,20,0,0,0,0,0,0,0,0,0
60,60,her,her,her,8,-101.76,2.0794415416798357,5,147,2,10,20,2,10,20,9,49,98,0,1,3
60,"", ,"","",0,"",-Infinity,"","",2,10,20,0,0,0,0,0,0,0,0,0
61,61,sister,sister,sister,2,-35.88,0.6931471805599453,77,125,2,10,21,2,10,21,8,41,83,5,25,51
61,"", ,"","",0,"",-Infinity,"","",2,10,21,0,0,0,0,0,0,0,0,0
62,62,was,was,was,5,-77.34,1.6094379124341003,94,141,2,10,21,2,10,21,9,47,94,6,31,62
62,"", ,"","",0,"",-Infinity,"","",2,10,21,0,0,0,0,0,0,0,0,0
63,63,reading,reading,reading,1,-8.82,0.0,139,45,2,11,22,2,11,22,3,15,30,9,46,92
63,"",", ","","",0,"",-Infinity,"","",2,11,22,0,0,0,0,0,0,0,0,0
64,64,but,but,but,3,-39.25,1.0986122886681098,82,138,2,11,22,2,11,22,9,46,92,5,27,54
64,"", ,"","",0,"",-Infinity,"","",2,11,22,0,0,0,0,0,0,0,0,0
65,65,it,it,it,11,-211.44,2.3978952727983707,65,102,2,11,22,2,11,22,6,34,68,4,21,43
65,"", ,"","",0,"",-Infinity,"","",2,11,22,0,0,0,0,0,0,0,0,0
66,66,had,had,had,3,-32.42,1.0986122886681098,76,137,2,11,23,2,11,23,9,45,91,5,25,50
66,"", ,"","",0,"",-Infinity,"","",2,11,23,0,0,0,0,0,0,0,0,0
67,67,no,no,no,1,-13.15,0.0,13,48,2,11,23,2,11,23,3,16,32,0,4,8
67,"", ,"","",0,"",-Infinity,"","",2,11,23,0,0,0,0,0,0,0,0,0
68,68,pictures,pictures,pictures,2,-35.88,0.6931471805599453,78,118,2,11,23,2,11,23,7,39,78,5,26,52
68,"", ,"","",0,"",-Infinity,"","",2,11,23,0,0,0,0,0,0,0,0,0
69,69,or,or,or,4,-74.39,1.3862943611198906,92,139,2,12,24,2,12,24,9,46,92,6,30,61
69,"", ,"","",0,"",-Infinity,"","",2,12,24,0,0,0,0,0,0,0,0,0
70,70,conversations,conversations,conversations,1,-17.08,0.0,50,50,2,12,24,2,12,24,3,16,33,3,16,33
70,"", ,"","",0,"",-Infinity,"","",2,12,24,0,0,0,0,0,0,0,0,0
71,71,in,in,in,6,-86.29,1.791759469228055,142,144,2,12,24,2,12,24,9,48,96,9,47,94
71,"","
","","",0,"",-Infinity,"","",2,12,24,0,0,0,0,0,0,0,0,0
72,72,it,it,it,11,-211.44,2.3978952727983707,65,102,2,12,25,2,12,25,6,34,68,4,21,43
72,"",", '","","",0,"",-Infinity,"","",2,12,25,0,0,0,0,0,0,0,0,0
73,73,and,and,and,8,-143.51,2.0794415416798357,30,148,2,12,25,2,12,25,9,49,98,2,10,20
73,"", ,"","",0,"",-Infinity,"","",2,12,25,0,0,0,0,0,0,0,0,0
74,74,what,what,what,1,-13.57,0.0,16,51,2,12,25,2,12,25,3,17,34,1,5,10
74,"", ,"","",0,"",-Infinity,"","",2,12,25,0,0,0,0,0,0,0,0,0
75,75,is,is,is,1,-12.24,0.0,10,52,2,13,26,2,13,26,3,17,34,0,3,6
75,"", ,"","",0,"",-Infinity,"","",2,13,26,0,0,0,0,0,0,0,0,0
76,76,the,the,the,15,-264.07,2.70805020110221,70,103,2,13,26,2,13,26,6,34,68,4,23,46
76,"", ,"","",0,"",-Infinity,"","",2,13,26,0,0,0,0,0,0,0,0,0
77,77,use,use,use,1,-8.64,0.0,95,53,2,13,26,2,13,26,3,17,35,6,31,63
77,"", ,"","",0,"",-Infinity,"","",2,13,26,0,0,0,0,0,0,0,0,0
78,78,of,of,of,8,-132.92,2.0794415416798357,22,146,2,13,27,2,13,27,9,48,97,1,7,14
78,"", ,"","",0,"",-Infinity,"","",2,13,27,0,0,0,0,0,0,0,0,0
79,79,a,a,a,8,-131.86,2.0794415416798357,21,149,2,13,27,2,13,27,9,49,99,1,7,14
79,"", ,"","",0,"",-Infinity,"","",2,13,27,0,0,0,0,0,0,0,0,0
80,80,book,book,book,2,-20.75,0.6931471805599453,63,121,2,13,27,2,13,27,8,40,80,4,21,42
80,"",",' ","","",0,"",-Infinity,"","",2,13,27,0,0,0,0,0,0,0,0,0
81,81,thought,thought,thought,2,-20.02,0.6931471805599453,55,114,2,14,28,2,14,28,7,38,76,3,18,36
81,"", ,"","",0,"",-Infinity,"","",2,14,28,0,0,0,0,0,0,0,0,0
82,82,Alice,Alice,alice,6,-73.34,1.791759469228055,91,143,2,14,28,2,14,28,9,47,95,6,30,60
82,"", ',"","",0,"",-Infinity,"","",2,14,28,0,0,0,0,0,0,0,0,0
83,83,without,without,without,1,-8.64,0.0,106,56,2,14,29,2,14,29,3,18,37,7,35,70
83,"", ,"","",0,"",-Infinity,"","",2,14,29,0,0,0,0,0,0,0,0,0
84,84,pictures,pictures,pictures,2,-35.88,0.6931471805599453,78,118,2,14,29,2,14,29,7,39,78,5,26,52
84,"", ,"","",0,"",-Infinity,"","",2,14,29,0,0,0,0,0,0,0,0,0
85,85,or,or,or,4,-74.39,1.3862943611198906,92,139,2,14,29,2,14,29,9,46,92,6,30,61
85,"","
","","",0,"",-Infinity,"","",2,14,29,0,0,0,0,0,0,0,0,0
86,86,conversation,conversation,conversation,1,-8.64,0.0,108,57,3,15,30,3,15,30,3,19,38,7,36,72
86,"","?'

","","",0,"",-Infinity,"","",3,15,30,0,0,0,0,0,0,0,0,0
87,87,So,So,so,3,-45.5,1.0986122886681098,84,135,3,15,30,3,15,30,9,45,90,5,28,56
87,"", ,"","",0,"",-Infinity,"","",3,15,30,0,0,0,0,0,0,0,0,0
88,88,she,she,she,7,-119.53,1.9459101490553132,8,145,3,15,30,3,15,30,9,48,96,0,2,5
88,"", ,"","",0,"",-Infinity,"","",3,15,30,0,0,0,0,0,0,0,0,0
89,89,was,was,was,5,-77.34,1.6094379124341003,94,141,3,15,31,3,15,31,9,47,94,6,31,62
89,"", ,"","",0,"",-Infinity,"","",3,15,31,0,0,0,0,0,0,0,0,0
90,90,considering,considering,considering,1,-8.66,0.0,129,59,3,15,31,3,15,31,3,19,39,8,43,86
90,"", ,"","",0,"",-Infinity,"","",3,15,31,0,0,0,0,0,0,0,0,0
91,91,in,in,in,6,-86.29,1.791759469228055,142,144,3,15,31,3,15,31,9,48,96,9,47,94
91,"", ,"","",0,"",-Infinity,"","",3,15,31,0,0,0,0,0,0,0,0,0
92,92,her,her,her,8,-101.76,2.0794415416798357,5,147,3,16,32,3,16,32,9,49,98,0,1,3
92,"", ,"","",0,"",-Infinity,"","",3,16,32,0,0,0,0,0,0,0,0,0
93,93,own,own,own,1,-8.64,0.0,112,60,3,16,32,3,16,32,4,20,40,7,37,74
93,"", ,"","",0,"",-Infinity,"","",3,16,32,0,0,0,0,0,0,0,0,0
94,94,mind,mind,mind,2,-20.06,0.6931471805599453,60,112,3,16,32,3,16,32,7,37,74,4,20,40
94,"", (,"","",0,"",-Infinity,"","",3,16,32,0,0,0,0,0,0,0,0,0
95,95,as,as,as,2,-35.88,0.6931471805599453,80,111,3,16,33,3,16,33,7,37,74,5,26,53
95,"", ,"","",0,"",-Infinity,"","",3,16,33,0,0,0,0,0,0,0,0,0
96,96,well,well,well,1,-13.57,0.0,17,63,3,16,33,3,16,33,4,21,42,1,5,11
96,"", ,"","",0,"",-Infinity,"","",3,16,33,0,0,0,0,0,0,0,0,0
97,97,as,as,as,2,-35.88,0.6931471805599453,80,111,3,16,33,3,16,33,7,37,74,5,26,53
97,"", ,"","",0,"",-Infinity,"","",3,16,33,0,0,0,0,0,0,0,0,0
98,98,she,she,she,7,-119.53,1.9459101490553132,8,145,3,17,34,3,17,34,9,48,96,0,2,5
98,"", ,"","",0,"",-Infinity,"","",3,17,34,0,0,0,0,0,0,0,0,0
99,99,could,could,could,1,-8.64,0.0,123,64,3,17,34,3,17,34,4,21,42,8,41,82
99,"",", ","","",0,"",-Infinity,"","",3,17,34,0,0,0,0,0,0,0,0,0
100,100,for,for,for,2,-28.88,0.6931471805599453,72,110,3,17,34,3,17,34,7,36,73,4,24,48
100,"", ,"","",0,"",-Infinity,"","",3,17,34,0,0,0,0,0,0,0,0,0
101,101,the,the,the,15,-264.07,2.70805020110221,70,103,3,17,35,3,17,35,6,34,68,4,23,46
101,"","
","","",0,"",-Infinity,"","",3,17,35,0,0,0,0,0,0,0,0,0
102,102,hot,hot,hot,1,-10.83,0.0,4,66,3,17,35,3,17,35,4,22,44,0,1,2
102,"", ,"","",0,"",-Infinity,"","",3,17,35,0,0,0,0,0,0,0,0,0
103,103,day,day,day,1,-17.08,0.0,46,67,3,18,36,3,18,36,4,22,44,3,15,30
103,"", ,"","",0,"",-Infinity,"","",3,18,36,0,0,0,0,0,0,0,0,0
104,104,made,made,made,1,-8.64,0.0,118,68,3,18,36,3,18,36,4,22,45,7,39,78
104,"", ,"","",0,"",-Infinity,"","",3,18,36,0,0,0,0,0,0,0,0,0
105,105,her,her,her,8,-101.76,2.0794415416798357,5,147,3,18,36,3,18,36,9,49,98,0,1,3
105,"", ,"","",0,"",-Infinity,"","",3,18,36,0,0,0,0,0,0,0,0,0
106,106,feel,feel,feel,1,-8.64,0.0,116,69,3,18,37,3,18,37,4,23,46,7,38,77
106,"", ,"","",0,"",-Infinity,"","",3,18,37,0,0,0,0,0,0,0,0,0
107,107,very,very,very,4,-74.39,1.3862943611198906,93,140,3,18,37,3,18,37,9,46,93,6,31,62
107,"", ,"","",0,"",-Infinity,"","",3,18,37,0,0,0,0,0,0,0,0,0
108,108,sleepy,sleepy,sleepy,1,-17.08,0.0,43,70,3,18,37,3,18,37,4,23,46,2,14,28
108,"", ,"","",0,"",-Infinity,"","",3,18,37,0,0,0,0,0,0,0,0,0
109,109,and,and,and,8,-143.51,2.0794415416798357,30,148,3,19,38,3,19,38,9,49,98,2,10,20
109,"", ,"","",0,"",-Infinity,"","",3,19,38,0,0,0,0,0,0,0,0,0
110,110,stupid,stupid,stupid,1,-8.68,0.0,133,71,3,19,38,3,19,38,4,23,47,8,44,88
110,"","), ","","",0,"",-Infinity,"","",3,19,38,0,0,0,0,0,0,0,0,0
111,111,whether,whether,whether,1,-17.08,0.0,44,72,3,19,38,3,19,38,4,24,48,2,14,29
111,"", ,"","",0,"",-Infinity,"","",3,19,38,0,0,0,0,0,0,0,0,0
112,112,the,the,the,15,-264.07,2.70805020110221,70,103,3,19,39,3,19,39,6,34,68,4,23,46
112,"", ,"","",0,"",-Infinity,"","",3,19,39,0,0,0,0,0,0,0,0,0
113,113,pleasure,pleasure,pleasure,1,-12.96,0.0,11,73,3,19,39,3,19,39,4,24,48,0,3,7
113,"","
","","",0,"",-Infinity,"","",3,19,39,0,0,0,0,0,0,0,0,0
114,114,of,of,of,8,-132.92,2.0794415416798357,22,146,3,19,39,3,19,39,9,48,97,1,7,14
114,"", ,"","",0,"",-Infinity,"","",3,19,39,0,0,0,0,0,0,0,0,0
115,115,making,making,making,1,-8.66,0.0,128,74,4,20,40,4,20,40,4,24,49,8,42,85
115,"", ,"","",0,"",-Infinity,"","",4,20,40,0,0,0,0,0,0,0,0,0
116,116,a,a,a,8,-131.86,2.0794415416798357,21,149,4,20,40,4,20,40,9,49,99,1,7,14
116,"", ,"","",0,"",-Infinity,"","",4,20,40,0,0,0,0,0,0,0,0,0
117,117,daisy,daisy,daisy,1,-9.78,0.0,149,75,4,20,40,4,20,40,5,25,50,9,49,99
117,"",-,"","",0,"",-Infinity,"","",4,20,40,0,0,0,0,0,0,0,0,0
118,118,chain,chain,chain,1,-10.6,0.0,3,76,4,20,41,4,20,41,5,25,50,0,1,2
118,"", ,"","",0,"",-Infinity,"","",4,20,41,0,0,0,0,0,0,0,0,0
119,119,would,would,would,1,-8.64,0.0,125,77,4,20,41,4,20,41,5,25,51,8,41,83
119,"", ,"","",0,"",-Infinity,"","",4,20,41,0,0,0,0,0,0,0,0,0
120,120,be,be,be,2,-20.02,0.6931471805599453,56,109,4,20,41,4,20,41,7,36,72,3,18,37
120,"", ,"","",0,"",-Infinity,"","",4,20,41,0,0,0,0,0,0,0,0,0
121,121,worth,worth,worth,1,-8.64,0.0,124,79,4,21,42,4,21,42,5,26,52,8,41,82
121,"", ,"","",0,"",-Infinity,"","",4,21,42,0,0,0,0,0,0,0,0,0
122,122,the,the,the,15,-264.07,2.70805020110221,70,103,4,21,42,4,21,42,6,34,68,4,23,46
122,"", ,"","",0,"",-Infinity,"","",4,21,42,0,0,0,0,0,0,0,0,0
123,123,trouble,trouble,trouble,1,-8.89,0.0,140,80,4,21,43,4,21,43,5,26,53,9,46,93
